index,state,cat_1_count,cat_2_count,cat_3_count,cat_4_count,cat_5_count,hurricane_count,tropical_storm_count,extratropical_system_count,tropical_depression_count,low_count,subtropical_depression_count,subtropical_storm_count,dissipating_storm_count,county
Carroll,Georgia,0,0,0,0,0,0,2,0,2,0,0,0,0,Carroll
Douglas,Georgia,0,0,0,0,0,0,0,2,2,0,0,0,0,Douglas
Gwinnett,Georgia,0,0,0,0,0,0,0,1,1,0,0,0,0,Gwinnett
Bleckley,Georgia,0,0,0,0,0,0,1,0,1,0,0,0,0,Bleckley
Macon,Georgia,0,0,0,0,0,0,1,1,1,1,0,0,0,Macon
Oconee,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,Oconee
Montgomery,Georgia,0,0,0,0,0,1,5,1,0,0,0,0,0,Montgomery
Hall,Georgia,0,0,0,0,0,0,0,3,1,0,0,0,0,Hall
Coweta,Georgia,0,0,0,0,0,0,1,0,4,0,0,0,0,Coweta
Fayette,Georgia,0,0,0,0,0,0,1,1,6,0,0,0,0,Fayette
Clayton,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Clayton
Rockdale,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Rockdale
Clarke,Georgia,0,0,0,0,0,0,0,0,2,0,0,0,0,Clarke
Turner,Georgia,0,0,0,0,0,0,1,0,1,0,0,0,0,Turner
Wheeler,Georgia,0,0,0,0,0,0,1,1,2,0,0,0,0,Wheeler
Miller,Georgia,0,0,0,0,0,0,3,1,2,0,0,0,0,Miller
Lee,Georgia,0,0,0,0,0,0,0,0,4,1,0,0,0,Lee
Crisp,Georgia,0,0,0,0,0,0,3,0,2,0,0,0,0,Crisp
Peach,Georgia,0,0,0,0,0,0,0,0,1,1,0,0,0,Peach
Newton,Georgia,0,0,0,0,0,0,0,0,2,0,0,0,0,Newton
Rabun,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,Rabun
Elbert,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,Elbert
Gordon,Georgia,0,0,0,0,0,0,1,0,2,0,0,0,0,Gordon
Terrell,Georgia,0,0,0,0,0,0,3,0,1,0,0,0,0,Terrell
Quitman,Georgia,0,0,0,0,0,0,1,0,1,0,0,0,0,Quitman
Cook,Georgia,0,0,0,0,0,0,2,0,1,0,0,0,0,Cook
Paulding,Georgia,0,0,0,0,0,0,0,0,2,0,0,0,0,Paulding
Bartow,Georgia,0,0,0,0,0,0,0,0,3,0,0,0,0,Bartow
Gilmer,Georgia,0,0,0,0,0,0,0,0,2,0,0,0,0,Gilmer
Jenkins,Georgia,0,0,0,0,0,0,1,1,2,0,0,0,0,Jenkins
Walker,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,Walker
Spalding,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Spalding
Murray,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Murray
Baldwin,Georgia,0,0,0,0,0,0,1,0,1,0,0,0,0,Baldwin
Glascock,Georgia,0,0,0,0,0,0,1,1,1,1,0,0,0,Glascock
Lincoln,Georgia,0,0,0,0,0,0,1,0,0,0,0,0,0,Lincoln
Chattahoochee,Georgia,0,0,0,0,0,0,0,0,1,0,1,0,0,Chattahoochee
Haralson,Georgia,0,0,0,0,0,0,0,1,3,0,0,0,0,Haralson
Cherokee,Georgia,0,0,0,0,0,0,0,0,3,0,0,0,0,Cherokee
Richmond,Georgia,0,0,0,0,0,0,1,0,0,1,1,0,0,Richmond
Chattooga,Georgia,0,0,0,0,0,0,0,1,2,0,0,0,0,Chattooga
Lumpkin,Georgia,0,0,0,0,0,0,0,1,1,0,0,0,0,Lumpkin
Dade,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Dade
Banks,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Banks
Forsyth,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Forsyth
Franklin,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Franklin
Bibb,Georgia,0,0,0,0,0,0,0,0,0,1,1,0,0,Bibb
Cobb,Georgia,0,0,0,0,0,0,0,0,1,0,0,0,0,Cobb
Barnwell,South Carolina,0,0,0,0,0,0,3,0,0,1,0,0,0,Barnwell
Richland,South Carolina,0,0,0,0,0,0,11,1,2,0,0,0,0,Richland
Darlington,South Carolina,0,0,0,0,0,0,9,1,2,0,0,0,0,Darlington
Orangeburg,South Carolina,0,0,0,0,0,1,10,2,2,0,1,0,0,Orangeburg
Williamsburg,South Carolina,2,0,0,0,0,2,10,4,1,1,0,0,0,Williamsburg
Edgefield,South Carolina,0,0,0,0,0,0,3,2,0,0,0,0,0,Edgefield
Lee,South Carolina,0,0,0,0,0,0,2,2,4,0,0,0,0,Lee
Screven,South Carolina,0,0,0,0,0,0,1,0,0,0,0,0,0,Screven
Clarendon,South Carolina,1,1,0,0,0,2,10,2,2,0,1,1,0,Clarendon
Marion,South Carolina,0,0,0,0,0,0,1,2,1,0,0,0,0,Marion
Jasper,South Carolina,4,0,0,0,0,4,5,1,3,0,0,0,0,Jasper
Beaufort,South Carolina,2,2,0,0,0,4,2,2,1,0,1,1,0,Beaufort
Dorchester,South Carolina,1,0,0,0,0,1,4,1,3,1,0,1,0,Dorchester
Berkeley,South Carolina,4,0,0,0,0,5,13,0,8,2,0,1,0,Berkeley
Aiken,South Carolina,0,0,0,0,0,0,5,2,4,0,1,0,0,Aiken
Chesterfield,South Carolina,0,0,0,0,0,0,6,1,1,0,0,0,0,Chesterfield
Horry,South Carolina,1,1,0,1,0,4,10,3,2,0,1,0,0,Horry
Abbeville,South Carolina,0,0,0,0,0,0,1,0,4,0,0,0,0,Abbeville
York,South Carolina,0,0,0,0,0,0,3,0,3,0,0,0,0,York
Marlboro,South Carolina,0,0,0,0,0,0,2,0,2,0,1,0,0,Marlboro
Lancaster,South Carolina,0,0,0,0,0,0,1,0,3,0,0,0,0,Lancaster
Fairfield,South Carolina,0,0,0,0,0,1,1,1,0,0,0,0,0,Fairfield
Florence,South Carolina,0,0,0,0,0,0,2,1,1,0,1,1,0,Florence
Colleton,South Carolina,3,1,0,0,0,5,5,5,2,0,0,0,0,Colleton
Dillon,South Carolina,0,0,0,0,0,0,4,0,2,0,0,0,0,Dillon
Calhoun,South Carolina,1,0,0,0,0,1,1,0,3,0,1,0,0,Calhoun
Charleston,South Carolina,4,1,0,1,0,8,3,1,8,0,0,0,0,Charleston
Spartanburg,South Carolina,0,0,0,0,0,0,0,1,5,0,0,0,0,Spartanburg
Lexington,South Carolina,1,0,0,0,0,1,1,2,2,0,0,0,0,Lexington
Kershaw,South Carolina,0,0,0,0,0,0,4,3,1,0,0,0,0,Kershaw
Greenwood,South Carolina,0,0,0,0,0,0,1,1,3,0,0,0,0,Greenwood
Union,South Carolina,0,0,0,0,0,0,2,1,1,0,0,0,0,Union
Allendale,South Carolina,1,0,0,0,0,1,1,0,1,0,0,0,0,Allendale
Bamberg,South Carolina,0,0,0,0,0,0,0,0,2,1,0,0,0,Bamberg
McCormick,South Carolina,0,0,0,0,0,0,1,0,1,0,0,0,0,McCormick
Laurens,South Carolina,0,0,0,0,0,0,1,0,2,0,0,0,0,Laurens
Sumter,South Carolina,0,0,0,0,0,0,7,2,2,0,0,0,0,Sumter
Newberry,South Carolina,0,0,0,0,0,0,2,0,2,0,0,0,0,Newberry
Chester,South Carolina,2,0,0,0,0,2,2,0,1,0,0,0,0,Chester
Georgetown,South Carolina,0,1,0,0,0,1,8,2,1,3,0,0,0,Georgetown
Anderson,South Carolina,0,0,0,0,0,0,0,0,3,0,0,0,0,Anderson
Pickens,South Carolina,0,0,0,0,0,0,1,1,0,0,0,0,0,Pickens
Greenville,South Carolina,0,0,0,0,0,0,3,0,0,0,0,0,0,Greenville
Oconee,South Carolina,0,0,0,0,0,0,0,1,3,0,0,0,0,Oconee
Cherokee,South Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Cherokee
Saluda,South Carolina,0,0,0,0,0,0,2,0,0,0,0,0,0,Saluda
Hampton,South Carolina,0,0,0,0,0,0,1,0,1,0,0,0,0,Hampton
Robeson,North Carolina,1,0,0,0,0,1,3,1,10,0,1,0,0,Robeson
Wayne,North Carolina,1,0,0,0,0,0,6,1,2,0,0,0,0,Wayne
Martin,North Carolina,1,1,0,0,0,2,1,1,1,0,0,0,0,Martin
Pasquotank,North Carolina,0,0,0,0,0,0,4,0,0,0,0,0,0,Pasquotank
Scotland,North Carolina,0,0,0,0,0,0,3,1,2,0,0,0,0,Scotland
Cumberland,North Carolina,2,0,0,0,0,2,1,2,2,0,1,0,0,Cumberland
Johnston,North Carolina,0,0,0,0,0,0,3,0,5,0,0,0,0,Johnston
Edgecombe,North Carolina,0,0,0,0,0,0,0,1,3,0,0,0,0,Edgecombe
Bertie,North Carolina,0,0,0,0,0,0,4,0,0,0,1,0,0,Bertie
Bladen,North Carolina,2,0,0,0,0,2,6,3,5,0,0,0,0,Bladen
Lenoir,North Carolina,0,0,0,0,0,0,6,1,0,0,0,0,0,Lenoir
Tyrrell,North Carolina,0,1,0,0,0,1,3,1,1,0,0,0,0,Tyrrell
Harnett,North Carolina,1,0,0,0,0,1,6,1,3,0,2,0,0,Harnett
Halifax,North Carolina,0,0,0,0,0,0,4,2,3,0,0,0,0,Halifax
Montgomery,North Carolina,0,0,0,0,0,0,1,0,0,0,0,0,0,Montgomery
Chatham,North Carolina,1,0,0,0,0,1,2,0,1,0,0,0,0,Chatham
Granville,North Carolina,0,0,0,0,0,0,3,0,3,0,1,0,0,Granville
Currituck,North Carolina,1,0,0,0,0,1,4,0,1,0,0,0,0,Currituck
Jones,North Carolina,3,1,0,0,0,4,5,3,0,0,0,0,0,Jones
Carteret,North Carolina,4,1,0,0,0,5,5,1,1,0,0,0,0,Carteret
Onslow,North Carolina,4,2,0,0,0,6,4,0,0,0,2,0,0,Onslow
Craven,North Carolina,1,0,0,0,0,1,7,5,0,0,1,0,0,Craven
Pamlico,North Carolina,3,1,0,0,0,4,2,0,1,0,1,0,0,Pamlico
Hyde,North Carolina,5,0,0,0,0,5,11,5,2,0,0,0,0,Hyde
Randolph,North Carolina,0,0,0,0,0,0,2,0,2,0,0,0,0,Randolph
Camden,North Carolina,2,0,0,0,0,2,0,0,0,0,1,0,0,Camden
Sampson,North Carolina,0,1,0,0,0,2,7,3,4,0,0,0,0,Sampson
Lee,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,Lee
Franklin,North Carolina,0,0,0,0,0,0,3,1,3,0,0,0,0,Franklin
Guilford,North Carolina,0,0,0,0,0,0,1,0,4,0,0,0,0,Guilford
Union,North Carolina,0,0,0,0,0,0,3,0,2,0,0,0,0,Union
Person,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,Person
Dare,North Carolina,1,2,0,0,0,3,3,0,0,0,0,0,0,Dare
Greene,North Carolina,0,0,0,0,0,0,1,2,1,0,0,0,0,Greene
Brunswick,North Carolina,7,1,0,0,0,10,12,3,3,0,0,0,0,Brunswick
Pender,North Carolina,1,3,0,0,0,4,7,1,2,0,5,0,0,Pender
Duplin,North Carolina,1,0,0,0,0,1,8,5,0,0,0,0,0,Duplin
Pitt,North Carolina,0,0,0,0,0,1,3,0,0,0,0,0,0,Pitt
Northampton,North Carolina,1,0,0,0,0,1,2,2,4,0,0,0,0,Northampton
Richmond,North Carolina,0,0,0,0,0,0,1,1,1,0,0,0,0,Richmond
Wake,North Carolina,0,0,0,0,0,0,3,3,3,0,1,0,0,Wake
Rockingham,North Carolina,0,0,0,0,0,0,2,1,1,0,0,0,0,Rockingham
Hertford,North Carolina,0,0,0,0,0,0,1,1,1,0,0,0,0,Hertford
Cabarrus,North Carolina,0,0,0,0,0,0,2,0,0,0,0,0,0,Cabarrus
Beaufort,North Carolina,3,0,0,0,0,3,4,7,0,0,2,0,0,Beaufort
Gates,North Carolina,0,0,0,0,0,0,3,0,0,0,0,0,0,Gates
Nash,North Carolina,0,0,0,0,0,0,3,0,1,0,0,0,0,Nash
Warren,North Carolina,0,0,0,0,0,0,3,1,1,0,0,0,0,Warren
Anson,North Carolina,0,0,0,0,0,0,2,0,1,0,0,0,0,Anson
Moore,North Carolina,0,0,0,0,0,0,3,1,1,0,0,0,0,Moore
Orange,North Carolina,0,0,0,0,0,0,2,0,2,0,0,0,0,Orange
Cleveland,North Carolina,0,0,0,0,0,0,3,0,1,0,0,0,0,Cleveland
Iredell,North Carolina,0,0,0,0,0,0,1,1,1,0,0,0,0,Iredell
Perquimans,North Carolina,0,0,0,0,0,0,0,2,0,0,0,0,0,Perquimans
New Hanover,North Carolina,1,1,0,0,0,2,3,0,0,0,0,0,0,New Hanover
Mecklenburg,North Carolina,1,0,0,0,0,1,0,1,1,0,0,0,0,Mecklenburg
Forsyth,North Carolina,0,0,0,0,0,1,2,0,1,0,0,0,0,Forsyth
Hoke,North Carolina,0,0,0,0,0,0,0,2,2,0,0,0,0,Hoke
Haywood,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Haywood
Columbus,North Carolina,0,0,0,0,0,0,6,1,2,0,1,0,0,Columbus
Greenville,North Carolina,0,0,0,0,0,0,0,1,0,0,0,0,0,Greenville
Durham,North Carolina,0,0,0,0,0,1,2,0,0,0,1,0,0,Durham
Burke,North Carolina,0,0,0,0,0,0,0,3,0,0,0,0,0,Burke
Surry,North Carolina,0,0,0,0,0,0,1,3,0,0,0,0,0,Surry
Graham,North Carolina,0,0,0,0,0,0,0,0,3,0,0,0,0,Graham
Catawba,North Carolina,0,0,0,0,0,0,0,1,2,0,0,0,0,Catawba
Jackson,North Carolina,0,0,0,0,0,0,1,1,0,0,0,0,0,Jackson
Henderson,North Carolina,0,0,0,0,0,0,0,1,0,0,0,0,0,Henderson
Davidson,North Carolina,0,0,0,0,0,0,2,2,1,0,0,0,0,Davidson
Gaston,North Carolina,0,0,0,0,0,0,1,0,1,0,0,0,0,Gaston
Stokes,North Carolina,0,0,0,0,0,0,0,0,2,0,0,0,0,Stokes
Davie,North Carolina,0,0,0,0,0,0,1,0,1,0,0,0,0,Davie
Cherokee,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Cherokee
Wilson,North Carolina,0,0,0,0,0,0,1,0,2,0,0,0,0,Wilson
Ashe,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Ashe
Washington,North Carolina,0,0,0,0,0,0,0,1,0,0,0,0,0,Washington
Caldwell,North Carolina,0,0,0,0,0,0,2,0,0,0,0,0,0,Caldwell
Rowan,North Carolina,0,0,0,0,0,0,1,1,2,0,0,0,0,Rowan
Alamance,North Carolina,0,0,0,0,0,0,0,0,3,0,0,0,0,Alamance
Rutherford,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Rutherford
Vance,North Carolina,0,0,0,0,0,0,0,0,0,0,1,0,0,Vance
Swain,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Swain
Buncombe,North Carolina,0,0,0,0,0,0,0,0,3,0,0,0,0,Buncombe
McDowell,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,McDowell
Alexander,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Alexander
Caswell,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Caswell
Chowan,North Carolina,0,0,0,0,0,0,0,0,0,0,1,0,0,Chowan
Clay,North Carolina,0,0,0,0,0,0,0,0,1,0,0,0,0,Clay
Transylvania,North Carolina,0,0,0,0,0,0,0,1,0,0,0,0,0,Transylvania
Jackson,Mississippi,3,3,1,0,0,8,12,0,0,2,0,0,0,Jackson
Hancock,Mississippi,0,0,1,0,1,2,5,1,0,0,0,0,0,Hancock
Harrison,Mississippi,5,3,1,0,0,10,6,1,2,0,0,0,0,Harrison
Stone,Mississippi,1,0,0,0,0,1,7,1,0,0,0,1,0,Stone
Forrest,Mississippi,0,0,0,0,0,1,0,1,1,0,0,0,0,Forrest
Jones,Mississippi,0,0,0,0,0,0,8,0,3,0,0,0,0,Jones
Smith,Mississippi,1,0,0,0,0,1,4,0,2,0,0,0,0,Smith
Copiah,Mississippi,0,0,0,0,0,0,2,0,2,0,0,0,0,Copiah
Warren,Mississippi,0,0,0,0,0,0,3,0,1,0,0,0,0,Warren
Hinds,Mississippi,0,0,0,0,0,0,0,0,4,0,0,0,0,Hinds
Perry,Mississippi,3,0,0,0,0,4,5,0,1,0,0,0,0,Perry
Greene,Mississippi,0,0,0,0,0,0,13,1,0,0,0,0,0,Greene
Franklin,Mississippi,0,0,0,0,0,0,8,0,2,1,0,0,0,Franklin
Claiborne,Mississippi,0,0,0,0,0,0,4,1,0,0,0,0,0,Claiborne
Issaquena,Mississippi,0,0,0,0,0,0,1,0,4,1,0,0,0,Issaquena
Humphreys,Mississippi,0,0,0,0,0,0,1,0,0,0,0,0,0,Humphreys
Sunflower,Mississippi,0,0,0,0,0,0,1,0,3,0,0,0,0,Sunflower
George,Mississippi,2,1,0,0,0,3,6,0,0,1,0,0,0,George
Lawrence,Mississippi,0,0,0,0,0,0,0,1,1,0,0,0,0,Lawrence
Wayne,Mississippi,1,0,0,0,0,1,4,0,4,0,0,0,0,Wayne
Jasper,Mississippi,0,0,0,0,0,1,4,0,4,0,0,0,0,Jasper
Scott,Mississippi,0,0,0,0,0,0,0,0,1,0,0,0,0,Scott
Madison,Mississippi,0,0,0,0,0,1,1,0,4,0,0,0,0,Madison
Yazoo,Mississippi,0,0,0,0,0,0,2,0,2,0,0,0,0,Yazoo
Holmes,Mississippi,0,0,0,0,0,0,4,0,2,0,0,0,0,Holmes
Coahoma,Mississippi,0,0,0,0,0,0,0,0,2,0,0,0,0,Coahoma
Kemper,Mississippi,0,0,0,0,0,0,1,0,7,0,0,0,0,Kemper
Amite,Mississippi,0,0,0,0,0,0,3,0,3,0,0,0,0,Amite
Simpson,Mississippi,1,0,0,0,0,1,2,1,4,0,0,0,0,Simpson
Newton,Mississippi,0,0,0,0,0,0,7,1,3,0,0,0,0,Newton
Neshoba,Mississippi,0,0,0,0,0,0,4,0,5,0,0,0,0,Neshoba
Noxubee,Mississippi,0,0,0,0,0,1,2,0,3,0,0,0,0,Noxubee
Lowndes,Mississippi,0,0,0,0,0,0,0,1,3,0,0,0,0,Lowndes
Winston,Mississippi,0,0,0,0,0,0,0,1,5,0,0,0,0,Winston
Oktibbeha,Mississippi,0,0,0,0,0,0,1,1,3,0,0,0,0,Oktibbeha
Clay,Mississippi,0,0,0,0,0,0,1,0,6,0,0,0,0,Clay
Marion,Mississippi,0,1,0,0,0,1,5,0,7,0,0,0,0,Marion
Lincoln,Mississippi,0,0,0,0,0,0,1,0,2,0,0,0,0,Lincoln
Rankin,Mississippi,0,0,0,0,0,0,5,0,4,0,0,0,0,Rankin
Leake,Mississippi,0,0,0,0,0,0,4,1,3,0,0,0,0,Leake
Jefferson Davis,Mississippi,0,0,0,0,0,0,1,0,2,0,0,0,0,Jefferson Davis
Lee,Mississippi,0,0,0,0,0,0,1,0,1,0,0,0,0,Lee
Monroe,Mississippi,0,0,0,0,0,0,3,0,1,0,0,0,0,Monroe
Pontotoc,Mississippi,0,0,0,0,0,0,2,0,2,0,0,0,0,Pontotoc
DeSoto,Mississippi,0,0,0,0,0,0,1,0,1,0,0,0,0,DeSoto
Wilkinson,Mississippi,1,0,0,0,0,1,5,0,3,0,0,0,0,Wilkinson
Washington,Mississippi,0,0,0,0,0,0,1,0,3,0,0,0,0,Washington
Bolivar,Mississippi,0,0,0,0,0,0,1,1,1,0,0,0,0,Bolivar
Tunica,Mississippi,0,0,0,0,0,0,1,0,1,0,0,0,0,Tunica
Sharkey,Mississippi,0,0,0,0,0,0,0,0,2,0,0,0,0,Sharkey
Attala,Mississippi,0,0,0,0,0,0,2,0,2,0,0,0,0,Attala
Marshall,Mississippi,0,0,0,0,0,0,0,0,2,1,0,0,0,Marshall
Alcorn,Mississippi,0,0,0,0,0,0,1,0,1,0,0,0,0,Alcorn
Covington,Mississippi,0,0,0,0,0,0,3,0,2,0,0,0,0,Covington
Choctaw,Mississippi,0,0,0,0,0,0,1,0,3,0,0,0,0,Choctaw
Leflore,Mississippi,0,0,0,0,0,0,3,0,4,0,0,0,0,Leflore
Quitman,Mississippi,0,0,0,0,0,0,0,0,2,0,0,0,0,Quitman
Panola,Mississippi,0,0,0,0,0,0,1,1,0,0,0,0,0,Panola
Benton,Mississippi,0,0,0,0,0,0,1,0,1,0,0,0,0,Benton
Lamar,Mississippi,1,0,0,0,0,1,1,0,1,0,0,0,0,Lamar
Calhoun,Mississippi,0,0,0,0,0,0,1,1,0,0,0,0,0,Calhoun
Jefferson,Mississippi,0,0,0,0,0,0,2,0,0,0,0,0,0,Jefferson
Walthall,Mississippi,0,0,0,0,0,0,1,0,1,1,0,0,0,Walthall
Montgomery,Mississippi,0,0,0,0,0,0,1,0,0,0,0,0,0,Montgomery
Tate,Mississippi,0,0,0,0,0,0,2,1,0,0,0,0,0,Tate
Pearl River,Mississippi,0,1,0,1,0,2,2,0,3,1,0,1,0,Pearl River
Clarke,Mississippi,1,0,0,0,0,1,2,0,4,0,0,0,0,Clarke
Lauderdale,Mississippi,0,0,0,0,0,0,1,0,4,0,0,0,0,Lauderdale
Grenada,Mississippi,0,0,0,0,0,0,3,0,0,0,0,0,0,Grenada
Chickasaw,Mississippi,0,0,0,0,0,0,1,0,3,1,0,0,0,Chickasaw
East Carroll,Mississippi,0,0,0,0,0,0,1,0,0,0,0,0,0,East Carroll
Desha,Mississippi,0,0,0,0,0,0,1,0,0,0,0,0,0,Desha
Carroll,Mississippi,0,0,0,0,0,0,3,0,3,0,0,0,0,Carroll
Tallahatchie,Mississippi,0,0,0,0,0,0,2,1,1,0,0,0,0,Tallahatchie
Lafayette,Mississippi,0,0,0,0,0,0,1,0,0,1,0,0,0,Lafayette
Tippah,Mississippi,0,0,0,0,0,0,2,0,1,0,0,0,0,Tippah
Union,Mississippi,0,0,0,0,0,0,0,0,2,0,0,0,0,Union
Pike,Mississippi,0,0,0,0,0,0,0,0,1,1,0,0,0,Pike
Adams,Mississippi,0,0,0,0,0,0,0,0,1,0,0,0,0,Adams
Itawamba,Mississippi,0,0,0,0,0,0,1,0,1,0,0,0,0,Itawamba
Yalobusha,Mississippi,0,0,0,0,0,0,0,1,3,0,0,0,0,Yalobusha
Prentiss,Mississippi,0,0,0,0,0,0,0,0,1,0,0,0,0,Prentiss
Tishomingo,Mississippi,0,0,0,0,0,0,1,1,0,0,0,0,0,Tishomingo
Jackson,Alabama,1,0,1,0,0,2,1,0,5,0,0,0,0,Jackson
Mobile,Alabama,2,1,0,0,0,4,11,1,4,1,0,1,0,Mobile
Clarke,Alabama,1,0,0,0,0,2,9,0,14,1,0,0,0,Clarke
Monroe,Alabama,1,0,0,0,0,2,10,0,7,0,1,0,0,Monroe
Lowndes,Alabama,1,0,0,0,0,1,1,0,3,0,0,0,0,Lowndes
Montgomery,Alabama,0,0,0,0,0,0,3,0,1,0,0,0,0,Montgomery
Lee,Alabama,0,0,0,0,0,0,4,0,4,0,0,0,0,Lee
Covington,Alabama,0,0,0,0,0,0,4,2,3,0,0,0,0,Covington
Barbour,Alabama,1,0,0,0,0,1,5,1,3,0,1,0,0,Barbour
Talladega,Alabama,0,0,0,0,0,1,1,0,2,1,0,0,0,Talladega
Etowah,Alabama,0,0,0,0,0,0,0,1,4,0,0,0,0,Etowah
DeKalb,Alabama,0,0,0,0,0,0,1,1,7,0,0,0,0,DeKalb
Baldwin,Alabama,7,1,0,0,0,9,18,3,6,0,0,1,0,Baldwin
Escambia,Alabama,1,0,0,0,0,3,8,0,4,0,0,0,0,Escambia
Conecuh,Alabama,0,0,0,0,0,0,6,0,5,0,0,0,0,Conecuh
Butler,Alabama,0,0,0,0,0,0,2,0,6,0,1,0,0,Butler
Macon,Alabama,0,0,0,0,0,0,4,0,5,0,0,0,0,Macon
Coffee,Alabama,2,0,0,0,0,2,7,0,4,0,0,0,0,Coffee
Dale,Alabama,0,0,0,0,0,0,1,0,1,0,0,0,0,Dale
Choctaw,Alabama,0,0,0,0,0,0,5,1,6,0,0,0,0,Choctaw
Hale,Alabama,0,0,0,0,0,0,2,0,5,0,0,0,0,Hale
Shelby,Alabama,0,0,0,0,0,0,7,2,7,0,0,0,0,Shelby
Washington,Alabama,0,0,0,0,0,0,5,2,6,1,0,0,0,Washington
Geneva,Alabama,1,0,0,0,0,2,5,0,1,0,0,0,0,Geneva
Crenshaw,Alabama,0,0,0,0,0,0,2,0,0,0,0,0,0,Crenshaw
Autauga,Alabama,0,0,0,0,0,0,1,1,5,1,0,0,0,Autauga
Jefferson,Alabama,0,0,0,0,0,0,1,0,4,1,0,0,0,Jefferson
Lawrence,Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawrence
Tuscaloosa,Alabama,0,0,0,0,0,0,4,0,11,0,0,0,0,Tuscaloosa
Cullman,Alabama,0,0,0,0,0,0,0,0,4,0,0,0,0,Cullman
Marengo,Alabama,0,0,0,0,0,0,3,1,6,0,0,0,0,Marengo
Greene,Alabama,0,0,0,0,0,0,0,0,6,0,0,0,0,Greene
Lamar,Alabama,0,0,0,0,0,0,2,0,0,0,0,0,0,Lamar
Marion,Alabama,0,0,0,0,0,0,0,2,1,0,0,0,0,Marion
Limestone,Alabama,0,0,0,0,0,0,0,0,1,0,0,0,0,Limestone
Franklin,Alabama,0,0,0,0,0,0,1,0,0,1,0,0,0,Franklin
Wilcox,Alabama,0,0,0,0,0,1,2,1,3,1,0,0,0,Wilcox
Sumter,Alabama,0,0,0,0,0,0,2,0,7,0,0,0,0,Sumter
Tallapoosa,Alabama,0,0,0,0,0,0,4,1,3,3,0,0,0,Tallapoosa
Russell,Alabama,0,0,0,0,0,0,3,0,2,1,0,0,0,Russell
Pike,Alabama,0,0,0,0,0,0,2,0,2,0,1,0,0,Pike
Bullock,Alabama,0,0,0,0,0,0,2,0,2,0,0,0,0,Bullock
Walker,Alabama,0,0,0,0,0,0,2,0,2,0,0,0,0,Walker
Madison,Alabama,0,0,0,0,0,0,1,1,5,0,0,0,0,Madison
Pickens,Alabama,0,0,0,0,0,0,1,0,3,0,0,0,0,Pickens
Henry,Alabama,0,0,0,0,0,0,4,0,5,1,0,0,0,Henry
Cleburne,Alabama,0,0,0,0,0,0,0,0,2,0,0,0,0,Cleburne
Calhoun,Alabama,0,0,0,0,0,0,2,0,1,0,0,0,0,Calhoun
Dallas,Alabama,0,0,0,0,0,0,1,0,6,1,0,0,0,Dallas
Coosa,Alabama,0,0,0,0,0,0,1,1,4,0,0,0,0,Coosa
Randolph,Alabama,0,0,0,0,0,0,0,3,1,0,0,0,0,Randolph
Elmore,Alabama,0,0,0,0,0,0,0,1,6,1,0,0,0,Elmore
Chambers,Alabama,0,0,0,0,0,0,2,0,2,1,0,0,0,Chambers
Houston,Alabama,1,0,0,0,0,1,4,0,1,1,0,0,0,Houston
Perry,Alabama,0,0,0,0,0,1,2,1,3,0,0,0,0,Perry
St. Clair,Alabama,0,0,0,0,0,0,0,1,9,0,0,0,0,St. Clair
Bibb,Alabama,0,0,0,0,0,0,0,1,11,0,0,0,0,Bibb
Morgan,Alabama,0,0,0,0,0,0,1,0,2,0,0,0,0,Morgan
Blount,Alabama,0,0,0,0,0,0,0,0,3,0,0,0,0,Blount
Marshall,Alabama,0,0,0,0,0,0,0,0,2,0,0,0,0,Marshall
Colbert,Alabama,0,0,0,0,0,0,1,0,3,1,0,0,0,Colbert
Clay,Alabama,0,0,0,0,0,0,0,0,1,0,0,0,0,Clay
Lauderdale,Alabama,0,0,0,0,0,0,0,0,2,0,0,0,0,Lauderdale
Cherokee,Alabama,0,0,0,0,0,0,0,0,2,0,0,0,0,Cherokee
